status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,good_reception,bad_reception,reduce_message
153080620724_10158477941935725,6 DAYS! #MAGA,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158477941935725/?type=3,2017-01-14 20:04:33,124847,6173,11857,108425,13767,311,617,396,1335,86076.0,3264.0,"['DAYS', 'MAGA']"
153080620724_10158475409365725,Vice President-Elect Pence is great!,Mike Pence goes on an ice cream run at his local Safeway,link,https://www.washingtonpost.com/news/reliable-source/wp/2017/01/13/mike-pence-goes-on-an-ice-cream-run-at-his-local-safeway/?utm_term=.d52f43f0d614,2017-01-14 13:08:29,66434,4657,2378,59272,5026,135,1805,35,161,38364.0,374.5,"['Vice', 'Pence', 'great']"
153080620724_10158472367585725,"Good morning America! Thank you for all of your support. Both my family and I are grateful. In just six days -- together, we will all MAKE AMERICA SAFE AND GREAT AGAIN!",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158472367585725/?type=3,2017-01-14 08:30:28,177324,13674,9245,156807,18381,221,1188,172,556,110873.0,1370.0,"['Good', 'morning', 'America', 'Thank', 'support', 'Both', 'family', 'grateful', 'In', 'days', 'MAKE', 'AMERICA', 'SAFE', 'AND', 'GREAT', 'AGAIN']"
153080620724_10158472389055725,Thank you Steve! Lets #MAGA!,,video,https://www.facebook.com/DonaldTrump/videos/10158472389055725/,2017-01-13 23:19:03,76397,4779,8874,69509,5697,201,773,44,175,53963.5,416.0,"['Thank', 'Steve', 'Lets', 'MAGA']"
153080620724_10158470948640725,"'Lockheed Martin CEO meets Trump, says deal to lower F-35 costs is close'","Lockheed Martin CEO: Close to deal to lower F-35 costs, add 1,800 jobs",link,http://mobile.reuters.com/article/idUSKBN14X25E,2017-01-13 18:30:16,82918,4118,10175,76482,5053,967,318,13,86,59523.5,191.5,"['Martin', 'CEO', 'meets', 'Trump', 'says', 'deal', 'lower', 'costs']"
153080620724_10158469509530725,7 DAYS! #MAGA,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158469509530725/?type=3,2017-01-13 14:30:06,234688,12316,23863,203123,26445,626,1159,830,2506,164427.0,6257.0,"['DAYS', 'MAGA']"
153080620724_10158468750780725,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",,status,,2017-01-13 12:51:32,124929,3805,5484,108881,8102,74,115,7676,81,70842.5,11676.0,"['beautiful', 'funeral', 'today', 'real', 'NYC', 'hero', 'Detective', 'Steven', 'McDonald', 'Our', 'law', 'enforcement', 'community', 'complete', 'total', 'support']"
153080620724_10158467262865725,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,,status,,2017-01-13 11:19:40,118767,12657,6530,107185,5889,231,4900,65,497,69507.5,1091.5,"['What', 'Hillary', 'Clinton', 'people', 'complaining', 'respect', 'Based', 'information', 'allowed', 'run', 'guilty', 'hell', 'They', 'VERY', 'nice', 'She', 'lost', 'campaigned', 'wrong', 'states', 'enthusiasm']"
153080620724_10158466789715725,"The ""Unaffordable"" Care Act will soon be history!",,status,,2017-01-13 09:24:49,440873,24325,29706,386265,43887,789,7172,612,2148,282367.5,5214.0,"['The', 'Unaffordable', 'Care', 'Act', 'history']"
153080620724_10158464582995725,8 DAYS! #MAGA,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158464582995725/?type=3,2017-01-12 22:46:55,232329,12570,18600,200007,27093,635,1165,803,2626,155631.5,6456.5,"['DAYS', 'MAGA']"
153080620724_10158463778510725,'Top aides to Donald Trump asked House Republicans Thursday to include provisions to make child care more affordable',Trump aides to Hill GOP: Make child care more affordable,link,http://www.politico.com/story/2017/01/trump-republicans-childcare-affordable-233565,2017-01-12 19:31:50,37759,2780,3229,34741,2647,93,191,9,78,24954.0,169.5,"['aides', 'Donald', 'Trump', 'asked', 'House', 'Republicans', 'Thursday', 'include', 'provisions', 'make', 'child', 'care', 'affordable']"
153080620724_10158463140510725,"President-Elect Trump Announces Former Mayor Rudolph Giuliani to Lend Expertise to Cyber Security Efforts

(New York, NY) — President-elect Trump is very pleased to announce former Mayor Rudy Giuliani will be sharing his expertise and insight as a trusted friend concerning private sector cyber security problems and emerging solutions developing in the private sector. This is a rapidly evolving field both as to intrusions and solutions and it is critically important to get timely information from all sources.

In addition, from time to time because of the changing nature of this problem, it is contemplated that the President-elect will be hosting a series of meetings with senior corporate executives from companies which have faced or are facing challenges similar to those facing the government and public entities today, such as hacking, intrusions, disruptions, manipulations, theft of data and identities, and securing information technology infrastructure.

The President-elect's intent is to obtain experiential and anecdotal information from each executive on challenges faced by his/her company, how the company met the challenges, approaches which were productive or successful, and those which were not. The attendees may or may not change from session to session, but the specific agenda subjects will likely change because of the rapidly evolving field of cyber security, and frequent developments, both positive and negative. No consensus advice or recommendations resulting from group deliberations or interaction is expected or will be solicited.

Cyber intrusion is the fastest growing crime in the United States and much of the world. Its impact is felt from the individual citizen whose identity is stolen to the large private and government entities that have seen their confidential information seriously compromised. It is also a major threat to our national security.

As the use of modern communications and technology has moved forward at unparalleled speed the necessary defenses have lagged behind. The President-elect recognizes that this needs immediate attention and input from private sector leaders to help the government plan to make us more secure.
Mr. Giuliani was asked to initiate this process because of his long and very successful government career in law enforcement and his now sixteen years of work providing security solutions in the private sector.

Mr. Giuliani is the chairman of the global cyber security practice at Greenberg Traurig and the Chairman and CEO of Giuliani Partners, an international security consulting firm.",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158463140510725/?type=3,2017-01-12 17:38:58,79343,4841,4644,71379,6858,194,674,32,206,49707.5,460.0,"['Trump', 'Announces', 'Former', 'Mayor', 'Rudolph', 'Giuliani', 'Lend', 'Expertise', 'Cyber', 'Security', 'Efforts', 'New', 'York', 'NY', 'Trump', 'pleased', 'announce', 'former', 'Mayor', 'Rudy', 'Giuliani', 'sharing', 'expertise', 'insight', 'trusted', 'friend', 'concerning', 'private', 'sector', 'cyber', 'security', 'problems', 'emerging', 'solutions', 'developing', 'private', 'sector', 'This', 'evolving', 'field', 'intrusions', 'solutions', 'important', 'get', 'timely', 'information', 'sources', 'In', 'addition', 'time', 'time', 'changing', 'nature', 'problem', 'contemplated', 'hosting', 'series', 'meetings', 'senior', 'corporate', 'executives', 'companies', 'faced', 'facing', 'challenges', 'similar', 'facing', 'government', 'public', 'entities', 'today', 'hacking', 'intrusions', 'disruptions', 'manipulations', 'theft', 'data', 'identities', 'securing', 'information', 'technology', 'infrastructure', 'The', 'intent', 'obtain', 'experiential', 'anecdotal', 'information', 'executive', 'challenges', 'faced', 'company', 'company', 'met', 'challenges', 'approaches', 'productive', 'successful', 'The', 'attendees', 'may', 'may', 'change', 'session', 'session', 'specific', 'agenda', 'subjects', 'likely', 'change', 'evolving', 'field', 'cyber', 'security', 'frequent', 'developments', 'positive', 'negative', 'No', 'consensus', 'advice', 'recommendations', 'resulting', 'group', 'deliberations', 'interaction', 'expected', 'solicited', 'Cyber', 'intrusion', 'fastest', 'growing', 'crime', 'United', 'States', 'much', 'world', 'Its', 'impact', 'felt', 'individual', 'citizen', 'whose', 'identity', 'stolen', 'large', 'private', 'government', 'entities', 'seen', 'confidential', 'information', 'compromised', 'It', 'major', 'threat', 'national', 'security', 'As', 'use', 'modern', 'communications', 'technology', 'moved', 'unparalleled', 'speed', 'necessary', 'defenses', 'lagged', 'behind', 'The', 'recognizes', 'needs', 'immediate', 'attention', 'input', 'private', 'sector', 'leaders', 'help', 'government', 'plan', 'make', 'us', 'secure', 'Giuliani', 'asked', 'initiate', 'process', 'successful', 'government', 'career', 'law', 'enforcement', 'sixteen', 'years', 'work', 'providing', 'security', 'solutions', 'private', 'sector', 'Giuliani', 'chairman', 'global', 'cyber', 'security', 'practice', 'Greenberg', 'Traurig', 'Chairman', 'CEO', 'Giuliani', 'Partners', 'international', 'security', 'consulting', 'firm']"
153080620724_10158462865880725,"'Trump's plans could double US GDP growth by 2018, Deutsche Bank says'","Trump's plans could double US GDP growth by 2018, Deutsche Bank says",link,http://www.cnbc.com/2017/01/09/donald-trump-plans-will-double-gdp-growth-by-2018-deutsche-bank-says.html,2017-01-12 17:02:14,65660,3577,11699,58232,5559,1302,429,17,121,53525.5,267.5,"['plans', 'could', 'double', 'US', 'GDP', 'growth', 'Deutsche', 'Bank', 'says']"
153080620724_10158461934305725,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,Daniel Scavino Jr.,video,https://www.facebook.com/DanScavino/videos/1837421656473562/,2017-01-12 13:36:10,62868,4367,8,55198,6192,158,201,94,1025,33961.0,2191.0,"['Congrats', 'Senate', 'taking', 'first', 'step', 'onto', 'House']"
153080620724_10158460558730725,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",,status,,2017-01-12 09:29:04,48765,6924,3634,44068,2370,289,1570,112,356,30144.0,880.0,"['James', 'Clapper', 'called', 'yesterday', 'denounce', 'fictitious', 'report', 'circulated', 'Made', 'phony', 'bad']"
153080620724_10158457447670725,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on.,,status,,2017-01-11 23:30:15,197147,18484,8356,173621,12756,316,9728,119,607,112416.5,1392.5,"['We', 'great', 'News', 'Conference', 'Trump', 'Tower', 'today', 'couple', 'FAKE', 'NEWS', 'organizations', 'people', 'get', 'going']"
153080620724_10158456821310725,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,,status,,2017-01-11 20:52:40,158269,9174,7394,149383,7403,194,697,59,533,93379.5,1154.5,"['There', 'releases', 'Gitmo', 'These', 'dangerous', 'people', 'allowed', 'onto', 'battlefield']"
153080620724_10158454078660725,Thank you Ivanka! I am so proud of you - keep up the GREAT WORK!!,Ivanka Trump,link,https://www.facebook.com/IvankaTrump/posts/10154998180397682,2017-01-11 16:28:04,155061,7341,9,137059,16497,272,939,59,235,85312.0,558.5,"['Thank', 'Ivanka', 'proud', 'keep', 'GREAT', 'WORK']"
153080620724_10158454023075725,"""We should never forget that we stand on the shoulders of those who have sacrificed much, and in some cases, everything"" -Rex Tillerson",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158454023075725/?type=3,2017-01-11 16:14:46,53058,2931,4034,47989,4637,86,219,28,99,34768.5,240.0,"['We', 'forget', 'stand', 'shoulders', 'sacrificed', 'much', 'cases', 'everything', 'Tillerson']"
153080620724_10158453712190725,"I win an election easily, a great 'movement' is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!",,status,,2017-01-11 14:48:02,199890,17944,8746,183454,8560,504,4245,1027,2100,113910.0,5740.5,"['win', 'election', 'great', 'verified', 'crooked', 'opponents', 'try', 'belittle', 'victory', 'FAKE', 'NEWS', 'sorry', 'state']"
153080620724_10158453607570725,"President-Elect Donald J. Trump Nominates Dr. David J. Shulkin as Secretary of Veterans Affairs
 
(New York, NY) – Today President-elect Donald J. Trump today announced his intention to nominate Dr. David J. Shulkin as Secretary of Veterans Affairs.
 
As the current Undersecretary for Health at the Department of Veterans Affairs, Dr. Shulkin leads the nation's largest integrated healthcare system, currently serving 8.76 million veterans every year at over 1,700 locations. Dr. Shulkin has exemplified strong leadership in this position and in various other roles throughout his career, including as a chief executive and a doctor in academia and leader in entrepreneurial roles.
 
""I have no doubt Dr. Shulkin will be able to lead the turnaround our Department of Veterans Affairs needs. His sole mandate will be to serve our veterans and restore the level of care we owe to our brave men and women in the military,"" said President-elect Donald J. Trump. ""Sadly our great veterans have not gotten the level of care they deserve, but Dr. Shulkin has the experience and the vision to ensure we will meet the healthcare needs of every veteran. Dr. Shulkin is an incredibly gifted doctor who is using his elite talents for medicine to care for our heroes, and Americans can have faith he will get the job done right.""
 
""It is my honor to serve as President-elect Trump's Secretary of Veterans Affairs,"" said Dr. David Shulkin. ""President-elect Trump's commitment to caring for our veterans is unquestionable, and he is eager to support the best practices for care and provide our Veterans Affairs' teams with the resources they need to improve health outcomes. We are both eager to begin reforming the areas in our Veterans Affairs system that need critical attention, and do it in a swift, thoughtful and responsible way.""
 
Before serving as Under Secretary for Health, Dr. Shulkin served in numerous chief executive roles including serving as President at Morristown Medical Center, Goryeb Children's Hospital, and Atlantic Rehabilitation Institute, and the Atlantic Health System Accountable Care Organization. Dr. Shulkin also previously served as President and CEO of Beth Israel Medical Center in New York City. Dr. Shulkin has held numerous physician leadership roles including the Chief Medical Officer of the University of Pennsylvania Health System, the Hospital of the University of Pennsylvania, Temple University Hospital, and the Medical College of Pennsylvania Hospital. Dr. Shulkin has also held academic positions including the Chairman of Medicine and Vice Dean at Drexel University School of Medicine. As an entrepreneur, Dr. Shulkin founded and served as the Chairman and CEO of DoctorQuality one of the first consumer-oriented sources of information for quality and safety in healthcare.
 
Dr. Shulkin is a board-certified internist, a fellow of the American College of Physicians. He received his medical degree from the Medical College of Pennsylvania, his internship at Yale University School of Medicine and residency and Fellowship in General Medicine at the University of Pittsburgh Presbyterian Medical Center. He received advanced training in outcomes research and economics as a Robert Wood Johnson Foundation Clinical Scholar at the University of Pennsylvania.",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158453607570725/?type=3,2017-01-11 14:20:56,21095,2128,1712,18887,1817,97,49,16,229,13925.5,482.0,"['Donald', 'Trump', 'Nominates', 'David', 'Shulkin', 'Secretary', 'Veterans', 'Affairs', 'New', 'York', 'NY', 'Today', 'Donald', 'Trump', 'today', 'announced', 'intention', 'nominate', 'David', 'Shulkin', 'Secretary', 'Veterans', 'Affairs', 'As', 'current', 'Undersecretary', 'Health', 'Department', 'Veterans', 'Affairs', 'Shulkin', 'leads', 'nation', 'largest', 'integrated', 'healthcare', 'system', 'serving', 'veterans', 'every', 'year', 'locations', 'Shulkin', 'exemplified', 'strong', 'leadership', 'position', 'various', 'roles', 'throughout', 'career', 'including', 'chief', 'executive', 'doctor', 'academia', 'leader', 'entrepreneurial', 'roles', 'doubt', 'Shulkin', 'able', 'lead', 'turnaround', 'Department', 'Veterans', 'Affairs', 'needs', 'His', 'sole', 'mandate', 'serve', 'veterans', 'restore', 'level', 'care', 'owe', 'brave', 'men', 'women', 'military', 'said', 'Donald', 'Trump', 'great', 'veterans', 'gotten', 'level', 'care', 'deserve', 'Shulkin', 'experience', 'vision', 'ensure', 'meet', 'healthcare', 'needs', 'every', 'veteran', 'Shulkin', 'gifted', 'doctor', 'using', 'elite', 'talents', 'medicine', 'care', 'heroes', 'Americans', 'faith', 'get', 'job', 'done', 'right', 'It', 'honor', 'serve', 'Trump', 'Secretary', 'Veterans', 'Affairs', 'said', 'David', 'Shulkin', 'Trump', 'commitment', 'caring', 'veterans', 'unquestionable', 'eager', 'support', 'best', 'practices', 'care', 'provide', 'Veterans', 'Affairs', 'teams', 'resources', 'need', 'improve', 'health', 'outcomes', 'We', 'eager', 'begin', 'reforming', 'areas', 'Veterans', 'Affairs', 'system', 'need', 'critical', 'attention', 'swift', 'thoughtful', 'responsible', 'way', 'Before', 'serving', 'Under', 'Secretary', 'Health', 'Shulkin', 'served', 'numerous', 'chief', 'executive', 'roles', 'including', 'serving', 'President', 'Morristown', 'Medical', 'Center', 'Goryeb', 'Children', 'Hospital', 'Atlantic', 'Rehabilitation', 'Institute', 'Atlantic', 'Health', 'System', 'Accountable', 'Care', 'Organization', 'Shulkin', 'served', 'President', 'CEO', 'Beth', 'Israel', 'Medical', 'Center', 'New', 'York', 'City', 'Shulkin', 'held', 'numerous', 'physician', 'leadership', 'roles', 'including', 'Chief', 'Medical', 'Officer', 'University', 'Pennsylvania', 'Health', 'System', 'Hospital', 'University', 'Pennsylvania', 'Temple', 'University', 'Hospital', 'Medical', 'College', 'Pennsylvania', 'Hospital', 'Shulkin', 'held', 'academic', 'positions', 'including', 'Chairman', 'Medicine', 'Vice', 'Dean', 'Drexel', 'University', 'School', 'Medicine', 'As', 'entrepreneur', 'Shulkin', 'founded', 'served', 'Chairman', 'CEO', 'DoctorQuality', 'first', 'sources', 'information', 'quality', 'safety', 'healthcare', 'Shulkin', 'internist', 'fellow', 'American', 'College', 'Physicians', 'He', 'received', 'medical', 'degree', 'Medical', 'College', 'Pennsylvania', 'internship', 'Yale', 'University', 'School', 'Medicine', 'residency', 'Fellowship', 'General', 'Medicine', 'University', 'Pittsburgh', 'Presbyterian', 'Medical', 'Center', 'He', 'received', 'advanced', 'training', 'outcomes', 'research', 'economics', 'Robert', 'Wood', 'Johnson', 'Foundation', 'Clinical', 'Scholar', 'University', 'Pennsylvania']"
153080620724_10158452429155725,Join me LIVE from Trump Tower!,,video,https://www.facebook.com/DonaldTrump/videos/10158452429155725/,2017-01-11 10:50:08,231056,159642,37056,141950,61268,3026,7959,1910,14943,190853.0,32751.0,"['Join', 'LIVE', 'Trump', 'Tower']"
153080620724_10158451760255725,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",,status,,2017-01-11 07:53:58,110662,14627,9039,100519,6822,249,2727,44,301,70889.0,668.0,"['Russia', 'tried', 'use', 'leverage', 'HAVE', 'NOTHING', 'TO', 'DO', 'WITH', 'RUSSIA', 'NO', 'DEALS', 'NO', 'LOANS', 'NO', 'NOTHING']"
153080620724_10158450078435725,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,,status,,2017-01-10 23:06:40,135076,16226,5438,121654,5007,482,6219,329,1385,74473.0,3263.5,"['FAKE', 'NEWS', 'TOTAL', 'POLITICAL', 'WITCH', 'HUNT']"
153080620724_10158449577220725,"I promise each and every citizen of our country to be the President of all Americans. I look forward to serving you in 10 DAYS - so together, we can MAKE AMERICA GREAT AGAIN!",Daniel Scavino Jr.,photo,https://www.facebook.com/DanScavino/photos/a.1444765779072487.1073741829.1440616002820798/1836571746558553/?type=3,2017-01-10 20:31:16,119312,8532,5,103629,14136,138,909,166,334,66096.0,917.0,"['promise', 'every', 'citizen', 'country', 'President', 'Americans', 'look', 'serving', 'DAYS', 'MAKE', 'AMERICA', 'GREAT', 'AGAIN']"
153080620724_10158448465925725,"TOGETHER, WE WILL MAKE AMERICA GREAT AGAIN!

'Trump Helps Lift Small Business Confidence to 12-Yr. High'",Trump Helps Lift Small Business Confidence to 12-Yr. High,link,http://www.foxbusiness.com/markets/2017/01/10/trump-helps-lift-small-business-confidence-to-12-yr-high.html,2017-01-10 17:20:47,55538,3304,3630,50666,4194,123,451,12,92,35095.0,202.0,"['WE', 'WILL', 'MAKE', 'AMERICA', 'GREAT', 'AGAIN', 'Helps', 'Lift', 'Small', 'Business', 'Confidence', 'High']"
153080620724_10158448095325725,"We are only getting started! 

‪'Small business optimism soars after Trump election'‬",Small business optimism soars after Trump election,link,http://www.cnbc.com/2017/01/10/small-business-optimism-soars-after-trump-election.html,2017-01-10 15:51:31,62064,2684,4046,56792,4628,124,385,16,119,39217.0,262.0,ERROR encoding
153080620724_10158447809975725,'Sessions Is a Highly Qualified Pick for Attorney General',Sessions Is a Highly Qualified Pick for Attorney General,link,http://dailysignal.com/2017/01/10/sessions-is-a-highly-qualified-pick-for-attorney-general/,2017-01-10 14:22:18,57063,4124,2012,52037,4086,77,585,28,250,33199.5,542.0,"['Is', 'Highly', 'Qualified', 'Pick', 'Attorney', 'General']"
153080620724_10158446155010725,‪'U.S. Small-Business Optimism Index Surges by Most Since 1980'‬,U.S. Small-Business Optimism Index Surges by Most Since 1980,link,https://www.bloomberg.com/news/articles/2017-01-10/u-s-small-business-optimism-index-surges-by-most-since-1980,2017-01-10 11:15:52,35913,1926,3154,32842,2620,247,139,5,60,24019.0,127.5,ERROR encoding
153080620724_10158445682705725,I'm asking you to believe in YOURSELF - to believe in YOUR COUNTRY -- and to believe in YOUR FUTURE because we have got a GREAT FUTURE! -DJT,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158445682705725/?type=3,2017-01-10 09:14:01,180477,8446,23441,162790,16036,242,1091,60,258,132834.5,606.0,"['asking', 'believe', 'YOURSELF', 'believe', 'YOUR', 'COUNTRY', 'believe', 'YOUR', 'FUTURE', 'got', 'GREAT', 'FUTURE']"
153080620724_10158443289370725,I pledge to every citizen in our land that I will be a President for all Americans! -DJT,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158443289370725/?type=3,2017-01-10 08:00:00,119800,6070,9045,108358,10063,161,972,45,201,77970.5,469.5,"['pledge', 'every', 'citizen', 'land', 'President', 'Americans']"
153080620724_10158443103370725,"‪Thank you to all of the men and women who protect and serve our communities 24/7/365!
‪#LawEnforcementAppreciationDay ‬",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158443103370725/?type=3,2017-01-09 21:15:45,187732,4717,17826,170734,16213,178,437,15,155,128497.0,332.5,ERROR encoding
153080620724_10158441969010725,An old picture with Nancy and Ronald Reagan.,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158441969010725/?type=3,2017-01-09 17:30:28,347869,10491,24492,318570,26145,1307,1546,63,238,223475.0,570.5,"['An', 'old', 'picture', 'Nancy', 'Ronald', 'Reagan']"
153080620724_10158440970195725,'Alibaba job boom: Jack Ma chats with Trump about how to create 1 million US jobs over 5 years',Alibaba job boom: Jack Ma chats with Trump about how to create 1 million US jobs over 5 years,link,http://www.cnbc.com/2017/01/09/alibaba-to-discuss-expansion-plans-with-trump-company-aims-to-create-1-million-us-jobs-over-the-next-5-years.html,2017-01-09 13:59:19,89731,4407,10489,82005,5492,1722,392,19,101,63950.0,230.5,"['job', 'boom', 'Jack', 'Ma', 'chats', 'Trump', 'create', 'US', 'jobs', 'years']"
153080620724_10158440287295725,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. 

This after Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford & Fiat C!",,status,,2017-01-09 11:28:06,415290,16677,56147,381163,28463,4028,948,85,603,307293.0,1333.5,"['It', 'happening', 'Fiat', 'Chrysler', 'announced', 'plans', 'invest', 'Michigan', 'Ohio', 'plants', 'adding', 'jobs', 'This', 'Ford', 'said', 'last', 'week', 'expand', 'Michigan', 'building', 'BILLION', 'dollar', 'plant', 'Mexico', 'Thank', 'Ford', 'Fiat']"
153080620724_10158439095420725,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a Hillary flunky who lost big. 

For the 100th time, I never ""mocked"" a disabled reporter (would never do that) but simply showed him ""groveling"" when he totally changed a 16 year old story that he had written in order to make me look bad. 

Just more very dishonest media!",,status,,2017-01-09 09:00:20,451917,57487,41463,404115,22937,1514,17536,999,4816,288703.0,11130.5,"['Meryl', 'Streep', 'one', 'actresses', 'Hollywood', 'know', 'attacked', 'last', 'night', 'Golden', 'Globes', 'She', 'Hillary', 'flunky', 'lost', 'big', 'For', 'time', 'mocked', 'disabled', 'reporter', 'would', 'showed', 'groveling', 'changed', 'year', 'old', 'story', 'written', 'order', 'make', 'look', 'bad', 'Just', 'dishonest', 'media']"
153080620724_10158439031650725,"‪Beautiful news for Warren, Michigan! 

According Chryslers company's plan, the plant in Warren, Michigan will be made capable of producing a pickup truck currently built in Mexico. 

Read more: http://bit.ly/2i8tlmgWarrenMichigan",Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158439031650725/?type=3,2017-01-09 07:13:08,87869,3864,7133,81121,5773,593,241,13,128,57626.0,275.5,"['news', 'Warren', 'Michigan', 'According', 'Chryslers', 'company', 'plan', 'plant', 'Warren', 'Michigan', 'made', 'capable', 'producing', 'pickup', 'truck', 'built', 'Mexico', 'Read', 'http']"
153080620724_10158436634525725,Together we are going to create real change that puts AMERICA FIRST!,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158436634525725/?type=3,2017-01-08 18:12:43,77704,6109,5091,70180,6397,142,737,45,203,49265.5,473.5,"['going', 'create', 'real', 'change', 'puts', 'AMERICA', 'FIRST']"
153080620724_10158435588355725,2016 was a GREAT year! In 12 days we begin MAKING AMERICA GREAT AGAIN!,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158435588355725/?type=3,2017-01-08 14:52:06,136132,6966,10705,121902,11840,310,1496,164,420,89158.5,1086.0,"['GREAT', 'year', 'In', 'days', 'begin', 'MAKING', 'AMERICA', 'GREAT', 'AGAIN']"
153080620724_10158434876730725,Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter & star!,,status,,2017-01-08 12:05:27,69590,2634,1419,65448,3428,93,451,21,149,38373.5,329.5,"['Congratulation', 'Jane', 'Timken', 'major', 'upset', 'victory', 'becoming', 'Ohio', 'Republican', 'Party', 'Chair', 'Jane', 'loyal', 'Trump', 'supporter', 'star']"
153080620724_10158431444500725,I will be America's GREATEST DEFENDER and most LOYAL CHAMPION!,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158431444500725/?type=3,2017-01-07 18:01:36,158535,12383,12361,140623,14475,299,2660,93,385,103627.0,909.5,"['America', 'GREATEST', 'DEFENDER', 'LOYAL', 'CHAMPION']"
153080620724_10158430269170725,"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We have enough problems around the world without yet another one. 

When I am President, Russia will respect us far more than they do now and both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",,status,,2017-01-07 13:54:54,434843,32032,40745,398546,28790,1159,5084,210,1054,290339.5,2423.0,"['Having', 'good', 'relationship', 'Russia', 'good', 'thing', 'bad', 'thing', 'stupid', 'people', 'fools', 'would', 'think', 'bad', 'We', 'enough', 'problems', 'around', 'world', 'without', 'another', 'one', 'When', 'President', 'Russia', 'respect', 'us', 'countries', 'work', 'solve', 'many', 'great', 'pressing', 'problems', 'issues', 'WORLD']"
153080620724_10158429038730725,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,,status,,2017-01-07 09:25:41,135160,13735,6822,119590,5390,203,9455,71,451,75621.0,1008.5,"['reason', 'hacking', 'defended', 'DNC', 'discussed', 'loss', 'Dems', 'big', 'embarrassed']"
153080620724_10158427162885725,Gross negligence by the Democratic National Committee allowed hacking to take place. The Republican National Committee had strong defense!,,status,,2017-01-06 23:11:23,75669,8018,3596,69638,3323,211,2110,63,324,43747.0,742.5,"['Gross', 'negligence', 'Democratic', 'National', 'Committee', 'allowed', 'hacking', 'take', 'place', 'The', 'Republican', 'National', 'Committee', 'strong', 'defense']"
153080620724_10158426841970725,TWO WEEKS!,Trump Inaugural,photo,https://www.facebook.com/trumpinaugural/photos/a.611586245691354.1073741828.611268892389756/621322151384430/?type=3,2017-01-06 21:39:54,274335,14834,15,235241,33678,647,2585,1081,1103,151968.0,3827.5,"['TWO', 'WEEKS']"
153080620724_10158426170160725,HAPPY BIRTHDAY to my son Eric. Very proud of him!,Timeline Photos,photo,https://www.facebook.com/DonaldTrump/photos/a.488852220724.393301.153080620724/10158426170160725/?type=3,2017-01-06 19:05:30,383287,27321,7658,362318,17254,447,2615,97,556,210347.0,1257.5,"['HAPPY', 'BIRTHDAY', 'son', 'Eric', 'Very', 'proud']"
