status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,good_reception,bad_reception,reduce_message,pos_words,neg_words,neu_words
740322575985777_1009034992447866,"What if the only limit on what you could build was your imagination? SD Hacks registration is now live, and they are accepting the top 5 ideas to have full team travel reimbursement and the necessary supplies paid for and waiting at the event for the hackers to execute their vision! Are you ready for the chance to build your dreams?",SD Hacks Registration is Live,link,http://www.sdhacks.io/,2015-06-24 23:08:23,13,0,0,13,0,0,0,0,0,6.5,0.0,"['what', 'limit', 'could', 'build', 'imagination', 'hacks', 'registration', 'live', 'accepting', 'top', 'ideas', 'full', 'team', 'travel', 'reimbursement', 'necessary', 'supplies', 'paid', 'waiting', 'event', 'hackers', 'execute', 'vision', 'are', 'ready', 'chance', 'build', 'dreams']",2,2,24
740322575985777_1000123030005729,"Got nothing to do this summer? Try racking your brains against 10 open-ended APL Programming Challenges! You can win cash prizes and even a trip to Italy.

APL looks like a hybrid of Mathematica and Matlab, so if you enjoy those languages, you're going to have a great time!",Dyalog APL Problem Solving Competition 2015,link,http://www.dyalogaplcompetition.com/,2015-06-08 19:00:01,4,0,0,4,0,0,0,0,0,2.0,0.0,"['got', 'nothing', 'summer', 'try', 'racking', 'brains', 'apl', 'programming', 'challenges', 'you', 'win', 'cash', 'prizes', 'trip', 'italy', 'apl', 'looks', 'like', 'hybrid', 'mathematica', 'matlab', 'enjoy', 'languages', 'going', 'great', 'time']",4,0,22
740322575985777_988879877796711,"Are you a little rusty with your Git? Do you even GitHub, bro? If you answered awkwardly to either of these questions, then we have the solution. Register online to participate in a GitHub workshop!

UCI Student Center
Thursday, May 21, 6:30p to 9:30p

Patchwork is a self-directed hands-on workshop for learning Git and GitHub. The atmosphere is casual and informal; it is not an event full of presented tutorials and copious note-taking. You will be able to go at your own pace, with the help of a community mentor nearby in case you run into any trouble. Join us for a night of hacking and snacking and make some new friends while you're at it!",Patchwork Irvine,link,https://ti.to/github-events/patchwork-irvine,2015-05-20 12:49:14,2,1,0,2,0,0,0,0,0,1.0,0.0,"['are', 'little', 'rusty', 'git', 'github', 'bro', 'answered', 'either', 'questions', 'solution', 'register', 'online', 'participate', 'github', 'workshop', 'uci', 'student', 'center', 'thursday', 'may', 'patchwork', 'workshop', 'learning', 'git', 'github', 'atmosphere', 'casual', 'informal', 'event', 'full', 'presented', 'tutorials', 'copious', 'you', 'able', 'pace', 'help', 'community', 'mentor', 'nearby', 'case', 'run', 'trouble', 'join', 'night', 'hacking', 'snacking', 'make', 'new', 'friends']",0,2,48
740322575985777_876030609081639,,HackUCI's cover photo,photo,https://www.facebook.com/hackUCIrvine/photos/a.745750278776340.1073741827.740322575985777/876030609081639/?type=3,2015-05-18 23:11:20,20,0,1,20,0,0,0,0,0,11.5,0.0,[],0,0,0
740322575985777_985266711491361,"For reasons beyond our control, we will have to postpone HackUCI. We are working our hardest to provide the highest quality hackathon possible. Good Food. More Prizes. Great Internet. See you in the Fall!",,status,,2015-05-13 03:00:01,9,6,0,9,0,0,0,0,0,4.5,0.0,"['for', 'reasons', 'beyond', 'control', 'postpone', 'hackuci', 'working', 'hardest', 'provide', 'highest', 'quality', 'hackathon', 'possible', 'good', 'food', 'more', 'prizes', 'great', 'internet', 'see', 'fall']",2,1,18
740322575985777_981779951840037,May The 4th Be With You!,api.ning.com,link,http://api.ning.com/files/jJKutpIBjtum2hfI8yE*yWV-ax2-VuqiiwWzSy3sqvQG952a8bGMCIVb00yyY9NlPdZdaQO0ByqrV0oa-3AFJbgnu0Bqiwio/anteater.jpg,2015-05-04 20:55:42,10,0,0,10,0,0,0,0,0,5.0,0.0,"['may', 'with', 'you']",0,0,3
740322575985777_981386771879355,ATTENTION: Check your emails! This is a friendly reminder that the first wave of acceptance emails have already been sent out. You only have a couple of days left to claim your ticket.,,status,,2015-05-03 23:47:00,3,2,0,3,0,0,0,0,0,1.5,0.0,"['attention', 'check', 'emails', 'friendly', 'reminder', 'wave', 'acceptance', 'emails', 'sent', 'you', 'couple', 'days', 'left', 'claim', 'ticket']",1,0,14
740322575985777_980165115334854,"ATTENTION: First wave of acceptance emails have been sent! Our planning committee whipped up a fresh registration link for everyone who was chosen. Don't wait too long though, or else they will go stale and expire in several days.",,status,,2015-05-01 12:00:03,11,5,0,11,0,0,0,0,0,5.5,0.0,"['attention', 'first', 'wave', 'acceptance', 'emails', 'sent', 'our', 'planning', 'committee', 'whipped', 'fresh', 'registration', 'link', 'everyone', 'chosen', 'wait', 'though', 'else', 'stale', 'expire', 'several', 'days']",1,2,19
740322575985777_979937278690971,"Hey Everyone!

IT'S THE LAST DAY TO SIGN UP FOR HACKUCI!

Signup now at http://HackUCI.com",HackUCI,link,http://hackuci.com/,2015-04-30 13:36:11,18,5,0,18,0,0,0,0,0,9.0,0.0,"['hey', 'everyone', 'the', 'last', 'day', 'sign', 'for', 'hackuci', 'signup', 'http']",0,0,10
740322575985777_975642319120467,"Who will be the recipients of these awesome Facebook branded fitbits? HackUCI is only a month away, so come for a chance to win! The deadline to apply is coming up, so don't miss out!",Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/975642319120467/?type=3,2015-04-23 01:57:25,11,0,2,11,0,0,0,0,0,8.5,0.0,"['who', 'recipients', 'awesome', 'facebook', 'branded', 'fitbits', 'hackuci', 'month', 'come', 'chance', 'win', 'deadline', 'apply', 'coming', 'miss']",2,1,12
740322575985777_974922649192434,,HackUCI's cover photo,photo,https://www.facebook.com/hackUCIrvine/photos/a.745750278776340.1073741827.740322575985777/974922649192434/?type=3,2015-04-21 22:30:40,5,0,0,5,0,0,0,0,0,2.5,0.0,[],0,0,0
740322575985777_967426403275392,"We've got a great hackathon for you all: The International Space Apps Challenge! This NASA-sponsored event is happening in cities throughout the world, so follow the link to find an area near you! There is a location at PeopleSpace, who had generously provided us a venue for HackUCI 2014. Check it out, it's happening this weekend!",Irvine | 2015 SpaceApps Challenge,link,https://2015.spaceappschallenge.org/location/irvine-ca/,2015-04-08 01:53:54,15,1,0,15,0,0,0,0,0,7.5,0.0,"['got', 'great', 'hackathon', 'international', 'space', 'apps', 'challenge', 'event', 'happening', 'cities', 'throughout', 'world', 'follow', 'link', 'find', 'area', 'near', 'there', 'location', 'peoplespace', 'provided', 'venue', 'hackuci', 'check', 'happening', 'weekend']",1,0,25
740322575985777_952250384792994,"HackUCI takes place over MEMORIAL DAY WEEKEND!
Sign up today :) www.hackuci.com",HackUCI,link,http://www.hackuci.com/,2015-03-12 17:51:39,0,1,1,0,0,0,0,0,0,1.5,0.0,"['hackuci', 'takes', 'place', 'memorial', 'day', 'weekend', 'sign', 'today']",0,0,8
740322575985777_951326368218729,Help spread the word! HackUCI Applications are now available.,HackUCI,link,http://www.hackuci.com/,2015-03-11 00:00:37,43,3,22,43,0,0,0,0,0,54.5,0.0,"['help', 'spread', 'word', 'hackuci', 'applications', 'available']",1,0,5
740322575985777_946010948750271,"It's been 9 months since HackUCI's inaugural hackathon! Check out all the awesome projects hacked together last spring by watching these video clips, courtesy of Orange County VR﻿.",UCI Hacks at Peoplespace,link,https://www.youtube.com/playlist?list=PLoSqRzaRA57zyEXpDxXwUFKfy2slw4__j,2015-03-01 00:00:00,10,0,0,10,0,0,0,0,0,5.0,0.0,"['months', 'since', 'hackuci', 'inaugural', 'hackathon', 'check', 'awesome', 'projects', 'hacked', 'last', 'spring', 'watching', 'video', 'clips', 'courtesy', 'orange', 'county']",1,0,16
740322575985777_932668373417862,"UCI scored a game-winning touchdown this weekend at SB Hacks! Members of IEEE UCI and DATSpace made some fantastic plays, and in the end, it was their robotic hand (controlled by Leap Motion) that brought home the Best Hardware Hacks Prize!",Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/932668373417862/?type=3,2015-02-03 22:00:00,20,1,0,20,0,0,0,0,0,10.0,0.0,"['uci', 'scored', 'touchdown', 'weekend', 'hacks', 'members', 'ieee', 'uci', 'datspace', 'made', 'fantastic', 'plays', 'end', 'robotic', 'hand', 'controlled', 'leap', 'motion', 'brought', 'home', 'best', 'hardware', 'hacks', 'prize']",3,2,19
740322575985777_901498339868199,"There's a lot of great hackathons from the University of California next year. Make sure you check out SB Hacks, Citrus Hack, and SD Hacks in 2015!",Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/901498339868199/?type=3,2014-12-13 22:07:39,37,1,0,37,0,0,0,0,0,18.5,0.0,"['there', 'great', 'hackathons', 'university', 'california', 'next', 'year', 'make', 'sure', 'check', 'hacks', 'citrus', 'hack', 'hacks']",1,3,10
740322575985777_892532310764802,"Happy Thanksgiving, everyone! The Team had some great feedback on the food we brought to HackUCI 2014, so we hope you'll come feast on some more awesome food with us at HackUCI 2015!",Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/892532310764802/?type=3,2014-11-27 20:00:00,9,1,0,9,0,0,0,0,0,4.5,0.0,"['happy', 'thanksgiving', 'everyone', 'team', 'great', 'feedback', 'food', 'brought', 'hackuci', 'hope', 'come', 'feast', 'awesome', 'food', 'hackuci']",3,0,12
740322575985777_886441821373851,"""The projects weren't all totally finished, and they weren't all working quite right, but it seemed clear that these weren't just throw-away ideas meant to hone a team's coding skills. These were things the museum and its scientists could absolutely use not just for fun, but for outreach, and even for science.""",Hacking a Universe's Worth of Data,link,http://www.theatlantic.com/technology/archive/2014/11/hacking-a-universes-worth-of-data/382543/,2014-11-16 16:52:57,5,0,0,5,0,0,0,0,0,2.5,0.0,"['projects', 'finished', 'working', 'right', 'seemed', 'clear', 'ideas', 'meant', 'hone', 'team', 'coding', 'skills', 'things', 'museum', 'scientists', 'could', 'use', 'fun', 'outreach', 'science']",3,0,17
740322575985777_880083095343057,"We at HackUCI have a thing for adorable stuffed animals. Please support Confucius the Crustacean by donating a few likes or an awesome comment. Together, we CAN make a difference for one lobster's life.",Major League Hacking,photo,https://www.facebook.com/MajorLeagueHacking/photos/a.749400055110675.1073741828.591858720864810/823392024378144/?type=3,2014-11-06 23:27:24,5,0,0,5,0,0,0,0,0,2.5,0.0,"['hackuci', 'thing', 'adorable', 'stuffed', 'animals', 'please', 'support', 'confucius', 'crustacean', 'donating', 'likes', 'awesome', 'comment', 'can', 'make', 'difference', 'lobster', 'life']",4,0,14
740322575985777_876030609081639,,HackUCI's cover photo,photo,https://www.facebook.com/hackUCIrvine/photos/a.745750278776340.1073741827.740322575985777/876030609081639/?type=3,2014-10-31 16:44:03,20,0,1,20,0,0,0,0,0,11.5,0.0,[],0,0,0
740322575985777_876030642414969,,HackUCI,photo,https://www.facebook.com/hackUCIrvine/photos/a.745749128776455.1073741825.740322575985777/876030642414969/?type=3,2014-10-31 16:43:51,31,1,0,31,0,0,0,0,0,15.5,0.0,[],0,0,0
740322575985777_875729439111756,"UCI hackers carved something awesome with Facebook and ACM! We liked it a lot, so we added a little jig to it for Halloween. Happy hacking, everyone!",,video,https://www.facebook.com/hackUCIrvine/videos/875729439111756/,2014-10-31 12:00:01,16,2,8,16,0,0,0,0,0,20.0,0.0,"['uci', 'hackers', 'carved', 'something', 'awesome', 'facebook', 'acm', 'liked', 'lot', 'added', 'little', 'jig', 'halloween', 'happy', 'hacking', 'everyone']",3,0,13
740322575985777_789504321067602,,HackUCI Spring 2014,photo,https://www.facebook.com/hackUCIrvine/photos/a.789504171067617.1073741830.740322575985777/789504321067602/?type=3,2014-05-30 18:27:44,0,0,1,0,0,0,0,0,0,1.5,0.0,[],0,0,0
740322575985777_787122641305770,"If these belong to you, contact PeopleSpace at (949) 381-1570 to retrieve them.",HackUCI Spring 2014 Lost & Found,photo,https://www.facebook.com/hackUCIrvine/photos/a.787122631305771.1073741829.740322575985777/787122641305770/?type=3,2014-05-26 17:54:16,0,0,0,0,0,0,0,0,0,0.0,0.0,"['belong', 'contact', 'peoplespace', 'retrieve']",0,0,4
740322575985777_786256148059086,"Submit your hack by Sunday 10am sharp at http://hackuci.challengepost.com

To be considered for a prize, make sure to fill out all the Sponsor Prizes you are applying for in the submissions form.",,status,,2014-05-25 05:32:29,5,0,0,5,0,0,0,0,0,2.5,0.0,"['submit', 'hack', 'sunday', 'sharp', 'http', 'considered', 'prize', 'make', 'sure', 'fill', 'sponsor', 'prizes', 'applying', 'submissions', 'form']",2,1,12
740322575985777_786186691399365,http://rd.io/x/Rl4Exvovwpr0 add a song to hear it on the 1st floor!,HackUCI,link,http://rd.io/x/Rl4Exvovwpr0/,2014-05-25 02:12:53,9,1,0,9,0,0,0,0,0,4.5,0.0,"['http', 'add', 'song', 'hear', 'floor']",0,0,5
740322575985777_786094751408559,"People have been asking about sponsor free credits

Amazon Web Services: $100 AWS credits at https://aws.amazon.com/activate/event/irvinehack. More info at www.hackuci.com/aws

Twilio: $20 credits upon upgrade using code HackUCIDevelop14

Lob: $20 free printing credits. Check your email for your unique code.",,status,,2014-05-24 21:50:33,3,0,0,3,0,0,0,0,0,1.5,0.0,"['people', 'asking', 'sponsor', 'free', 'credits', 'amazon', 'web', 'services', 'aws', 'credits', 'more', 'info', 'twilio', 'credits', 'upon', 'upgrade', 'using', 'code', 'lob', 'free', 'printing', 'credits', 'check', 'email', 'unique', 'code']",2,0,24
740322575985777_785586068126094,"If you need a bus to get to HackUCI, go to the Aldrich Bus Loop at the flagpoles to get on a bus every 30min till 9:00pm. You don't need to have signed up for a bus (you still need an official Eventbrite ticket to be admitted to HackUCI)",,status,,2014-05-23 21:26:40,5,0,0,5,0,0,0,0,0,2.5,0.0,"['need', 'bus', 'get', 'hackuci', 'aldrich', 'bus', 'loop', 'flagpoles', 'get', 'bus', 'till', 'you', 'need', 'signed', 'bus', 'need', 'official', 'eventbrite', 'ticket', 'admitted', 'hackuci']",0,0,21
740322575985777_785488778135823,"HackUCI bus assignments leaving from UC Irvine have been sent out! If you didn't get one, get on a bus starting at 7:30PM. All the buses before that are full!

Please do not get on a bus before 7:30PM unless you have been assigned.",,status,,2014-05-23 16:39:00,2,0,1,2,0,0,0,0,0,2.5,0.0,"['hackuci', 'bus', 'assignments', 'leaving', 'irvine', 'sent', 'get', 'get', 'bus', 'starting', 'buses', 'full', 'please', 'get', 'bus', 'unless', 'assigned']",0,0,17
740322575985777_785051078179593,HackUCI is kicking off in less than 24 hours! You better be as stoked as we are because we're gonna have bunch of Oculus Rift kits for hackers to play with!,Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/785051078179593/?type=3,2014-05-23 01:09:40,31,5,3,31,0,0,0,0,0,20.0,0.0,"['hackuci', 'kicking', 'less', 'hours', 'you', 'better', 'stoked', 'gon', 'bunch', 'oculus', 'rift', 'kits', 'hackers', 'play']",1,1,12
740322575985777_784860618198639,"ATTENTION UCI STUDENTS: Please sign up for the free bus taking you from campus to HackUCI at bit.ly/hackucibus2014

You MUST sign up or we cannot guarantee you a spot!

The bus loads at the flagpoles starting at 5:30pm Friday.","HackUCI Bus Schedule (Friday, May 23rd 5:30pm - 9:30pm)",link,http://bit.ly/hackucibus2014,2014-05-22 20:57:51,3,2,0,3,0,0,0,0,0,1.5,0.0,"['attention', 'uci', 'students', 'please', 'sign', 'free', 'bus', 'taking', 'campus', 'hackuci', 'you', 'must', 'sign', 'guarantee', 'spot', 'bus', 'loads', 'flagpoles', 'starting', 'friday']",2,0,18
740322575985777_784263274925040,"Ticket Update: We're sorry to announce that if you do not yet have an Eventbrite ticket, we will be unable to accommodate you this weekend. We have gone through the waitlist and released as many tickets as we could.

To those of you with tickets, remember to bring them with you to registration this weekend, printed or on your phone. Every person must have their own ticket. You will NOT be admitted in without it. No exceptions!",,status,,2014-05-21 20:55:41,1,0,1,1,0,0,0,0,0,2.0,0.0,"['ticket', 'update', 'sorry', 'announce', 'eventbrite', 'ticket', 'unable', 'accommodate', 'weekend', 'gone', 'waitlist', 'released', 'many', 'tickets', 'could', 'tickets', 'remember', 'bring', 'registration', 'weekend', 'printed', 'phone', 'every', 'person', 'must', 'ticket', 'you', 'not', 'admitted', 'without', 'exceptions']",0,2,29
740322575985777_783844841633550,"If you have any specific questions (parking, schedule, etc) for this coming Friday, check out our info page at:

http://hackuci.com/info

GET EXCITED GUYS!!!! (: This memorial day weekend will be a blast~~~",,status,,2014-05-21 02:07:55,9,0,0,9,0,0,0,0,0,4.5,0.0,"['specific', 'questions', 'parking', 'schedule', 'etc', 'coming', 'friday', 'check', 'info', 'page', 'http', 'get', 'excited', 'guys', 'memorial', 'day', 'weekend']",1,0,16
740322575985777_781639735187394,,HackUCI's cover photo,photo,https://www.facebook.com/hackUCIrvine/photos/a.745750278776340.1073741827.740322575985777/781639735187394/?type=3,2014-05-17 04:59:45,7,1,0,7,0,0,0,0,0,3.5,0.0,[],0,0,0
740322575985777_780944195256948,HackUCI is officially SOLD OUT! Hope you all got your tickets in time because we're ending the spring hackathon season with a bang!,,status,,2014-05-15 20:50:25,27,3,1,27,0,0,0,0,0,15.0,0.0,"['hackuci', 'sold', 'out', 'hope', 'got', 'tickets', 'time', 'ending', 'spring', 'hackathon', 'season', 'bang']",0,0,12
740322575985777_778537955497572,"Behold, the cult of done:

- There are three states of being. Not knowing, action and completion.

- Accept that everything is a draft. It helps to get it done.
There is no editing stage.

- Pretending you know what you're doing is almost the same as knowing what you are doing, so just accept that you know what you're doing even if you don't and do it.

- Banish procrastination. If you wait more than a week to get an idea done, abandon it.

- The point of being done is not to finish but to get other things done.

- Once you're done you can throw it away.

- Laugh at perfection. It's boring and keeps you from being done.

- People without dirty hands are wrong. Doing something makes you right.

- Failure counts as done. So do mistakes.

- Destruction is a variant of done.

- If you have an idea and publish it on the internet, that counts as a ghost of done.

- Done is the engine of more.

~~~

If you haven't built your first application or piece of software yet, consider joining HackUCI's two ""First timer"" groups, where software tips and tutorials will be posted and advice shared.

https://www.facebook.com/groups/249460018570569/

https://www.facebook.com/events/449947328482659/",Bre Pettis | I Make Things - Bre Pettis Blog - The Cult of Done Manifesto,link,http://www.brepettis.com/blog/2009/3/3/the-cult-of-done-manifesto.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+IMakeThings+%28Things%29,2014-05-12 00:16:43,6,0,1,6,0,0,0,0,0,4.5,0.0,"['behold', 'cult', 'done', 'there', 'states', 'knowing', 'action', 'completion', 'accept', 'everything', 'draft', 'helps', 'get', 'done', 'there', 'editing', 'stage', 'pretending', 'know', 'knowing', 'accept', 'know', 'banish', 'procrastination', 'wait', 'week', 'get', 'idea', 'done', 'abandon', 'point', 'done', 'finish', 'get', 'things', 'done', 'done', 'throw', 'laugh', 'perfection', 'boring', 'keeps', 'done', 'people', 'without', 'dirty', 'hands', 'wrong', 'doing', 'something', 'makes', 'right', 'failure', 'counts', 'done', 'mistakes', 'destruction', 'variant', 'done', 'idea', 'publish', 'internet', 'counts', 'ghost', 'done', 'done', 'engine', 'built', 'first', 'application', 'piece', 'software', 'consider', 'joining', 'hackuci', 'first', 'timer', 'groups', 'software', 'tips', 'tutorials', 'posted', 'advice', 'shared', 'https', 'https']",2,8,76
740322575985777_777759745575393,"Official registration for HackUCI (this memorial day weekend) is now open:

http://hackuci.eventbrite.com","HackUCI - May 23-25, 2014",link,http://hackuci.eventbrite.com/,2014-05-10 16:23:13,20,0,6,20,0,0,0,0,0,19.0,0.0,"['official', 'registration', 'hackuci', 'memorial', 'day', 'weekend', 'open', 'http']",0,0,8
740322575985777_776811519003549,"In 1892, King Ludwig II unveiled what would be his greatest legacy, this castle. It took hundreds of people over 23 years to get right and at its peak it brought delight to about 6,000 daily active users. 

More recently, these guys (Sergey & Larry of Google) were hanging out in their garage and were able to create a system which allowed over a billion people to access all of the worlds knowledge in just a matter of seconds. 

We in this room (in technology) have a greater capacity to change the world than the kings and queens of the past.

- Justin Rosenstein, Asana, TC Disrupt NY

It does not matter how far along you are now or how confident you are in whatever technical skill, begin hacking and shaping the world you want to live in today. 

Register for your free HackUCI ticket at 
http://hackuci.com. 

Coming this memorial day weekend.",Timeline Photos,photo,https://www.facebook.com/hackUCIrvine/photos/a.747556448595723.1073741828.740322575985777/776811519003549/?type=3,2014-05-08 21:14:20,5,0,0,5,0,0,0,0,0,2.5,0.0,"['king', 'ludwig', 'unveiled', 'would', 'greatest', 'legacy', 'castle', 'took', 'hundreds', 'people', 'years', 'get', 'right', 'peak', 'brought', 'delight', 'active', 'users', 'more', 'guys', 'sergey', 'larry', 'google', 'hanging', 'garage', 'able', 'create', 'system', 'allowed', 'people', 'access', 'worlds', 'knowledge', 'matter', 'seconds', 'room', 'technology', 'greater', 'capacity', 'change', 'world', 'kings', 'queens', 'past', 'justin', 'rosenstein', 'asana', 'disrupt', 'matter', 'confident', 'whatever', 'technical', 'skill', 'begin', 'hacking', 'shaping', 'world', 'want', 'live', 'today', 'register', 'free', 'hackuci', 'ticket', 'http', 'coming', 'memorial', 'day', 'weekend']",6,1,62
740322575985777_776447152373319,,HackUCI's cover photo,photo,https://www.facebook.com/hackUCIrvine/photos/a.745750278776340.1073741827.740322575985777/776447152373319/?type=3,2014-05-08 03:43:43,5,0,0,5,0,0,0,0,0,2.5,0.0,[],0,0,0
740322575985777_463831240416389,,UCR takes over HackUCI,event,https://www.facebook.com/events/463831240416389/,2014-04-27 21:17:52,0,0,0,0,0,0,0,0,0,0.0,0.0,[],0,0,0
